Player,Team,GPA,Avg,GPA Rating
A. Spaanstra,Portland Thorns,1.053,0.10529999999999999,40.48
B. Bixby,Portland Thorns,4.058999999999999,0.5798571428571428,47.38
C. Hanks,Portland Thorns,3.2990000000000004,0.29990909090909096,45.64
D. Castellanos,Portland Thorns,4.452,0.27825,48.28
Daiane,Portland Thorns,0.189,0.063,38.5
H. Sugita,Portland Thorns,11.156,0.6197777777777778,63.66
I. Obaze,Portland Thorns,9.199,0.6570714285714285,59.17
J. Dufour,Portland Thorns,0.13799999999999998,0.06899999999999999,38.39
J. Fleming,Portland Thorns,6.049,0.35582352941176476,51.95
J. Perry,Portland Thorns,8.943000000000001,0.7452500000000001,58.58
K. Torpey,Portland Thorns,6.755,0.5196153846153846,53.56
M. Alidou,Portland Thorns,2.684,0.1917142857142857,44.23
M. Arnold,Portland Thorns,6.232,0.5665454545454545,52.37
M. McKenzie,Portland Thorns,4.163,0.2601875,47.62
O. Moultrie,Portland Thorns,9.379999999999999,0.5211111111111111,59.59
P. Linnehan,Portland Thorns,2.5780000000000003,0.19830769230769232,43.98
P. Tordin,Portland Thorns,2.318,0.1363529411764706,43.39
R. Reyes,Portland Thorns,12.949000000000002,0.7193888888888889,67.77
R. Turner,Portland Thorns,4.965,0.29205882352941176,49.46
S. Coffey,Portland Thorns,12.076,0.7103529411764706,65.77
S. Hiatt,Portland Thorns,10.785,0.719,62.81
S. Hirst,Portland Thorns,0.42700000000000005,0.10675000000000001,39.05
A. Anderson,Angel City,8.122,0.5414666666666667,56.7
A. Kennedy,Angel City,10.949000000000002,0.6843125000000001,63.19
A. Thompson,Angel City,7.039,0.4399375,54.22
C. Emslie,Angel City,3.035,0.379375,45.03
C. Press,Angel City,2.1870000000000003,0.14579999999999999,43.09
Casey Phair,Angel City,0.383,0.0766,38.95
E. Shores,Angel City,2.065,0.51625,42.81
G. Thompson,Angel City,6.35,0.45357142857142857,52.64
H. Johnson,Angel City,0.205,0.205,38.54
H. Seabert,Angel City,1.3489999999999998,0.6744999999999999,41.16
J. Dufour,Angel City,1.802,0.1802,42.2
J. Endō,Angel City,0.68,0.34,39.63
K. Fuller,Angel City,6.8629999999999995,0.4037058823529412,53.81
K. Zelem,Angel City,5.4350000000000005,0.36233333333333334,50.54
M. A. Vignola,Angel City,11.075,0.6921875,63.47
M. Hammond,Angel City,4.795,0.2996875,49.07
M. Hodge,Angel City,3.879,0.32325,46.97
M. Moriya,Angel City,6.659000000000001,0.41618750000000004,53.34
M. Reid,Angel City,6.821,0.5246923076923077,53.72
Maiara Niehues,Angel City,0.371,0.0742,38.92
R. Tiernan,Angel City,5.0920000000000005,0.29952941176470593,49.75
S. Gorden,Angel City,12.545,0.7379411764705883,66.85
S. Jónsdóttir,Angel City,1.4760000000000002,0.36900000000000005,41.46
S. King,Angel City,6.136,0.767,52.14
S. Mattice,Angel City,0.384,0.128,38.95
A. Lemos,Orlando Pride,6.275,0.3486111111111111,52.46
A. Moorhouse,Orlando Pride,7.3790000000000004,0.4099444444444445,55.0
A. Watt,Orlando Pride,5.094,0.29964705882352943,49.75
Angelina,Orlando Pride,7.266,0.454125,54.74
B. Banda,Orlando Pride,5.107,0.3191875,49.78
B. Martinez,Orlando Pride,0.077,0.077,38.25
C. Dyke,Orlando Pride,7.497,0.4685625,55.27
C. Pickett,Orlando Pride,7.095000000000001,0.47300000000000003,54.34
E. Sams,Orlando Pride,15.854,0.8807777777777778,74.44
G. Chanda,Orlando Pride,0.28500000000000003,0.095,38.72
H. McCutcheon,Orlando Pride,8.856,0.492,58.38
J. Doyle,Orlando Pride,1.2429999999999999,0.20716666666666667,40.92
K. Abello,Orlando Pride,9.716,0.60725,60.36
K. Nadaner,Orlando Pride,17.304,1.0178823529411765,77.76
M. Crone,Orlando Pride,0.281,0.281,38.71
M. Gautrat,Orlando Pride,5.335,0.48500000000000004,50.31
Marta,Orlando Pride,7.63,0.476875,55.57
Oihane Hernández,Orlando Pride,4.38,0.3369230769230769,48.12
P. Chilufya,Orlando Pride,2.274,0.142125,43.29
Rafaelle,Orlando Pride,3.3480000000000003,0.558,45.75
S. Charley,Orlando Pride,0.391,0.13033333333333336,38.97
S. Jackson,Orlando Pride,1.189,0.19816666666666666,40.8
S. Yates,Orlando Pride,2.1310000000000002,0.19372727272727275,42.96
V. Villacorta,Orlando Pride,0.626,0.10433333333333332,39.51
Z. Chavoshi,Orlando Pride,2.1260000000000003,0.5315000000000001,42.95
A. Cook,Kansas City Current,4.677,0.668142857142857,48.8
A. Sentnor,Kansas City Current,1.165,0.29125,40.74
B. Feist,Kansas City Current,0.742,0.10600000000000001,39.77
Bia Zaneratto,Kansas City Current,6.3420000000000005,0.39637500000000003,52.62
C. Hutton,Kansas City Current,9.623000000000001,0.5346111111111111,60.14
Debinha,Kansas City Current,5.2170000000000005,0.37264285714285716,50.04
E. Ball,Kansas City Current,6.824,0.5686666666666667,53.72
E. Wheeler,Kansas City Current,6.470999999999999,0.40443749999999995,52.91
Flora Marta Lacho,Kansas City Current,1.375,0.22916666666666666,41.22
G. Robinson,Kansas City Current,0.02,0.02,38.11
H. Hopkins,Kansas City Current,2.133,0.15235714285714289,42.96
H. Mace,Kansas City Current,11.033,0.649,63.38
I. Rodriguez,Kansas City Current,11.894,0.6607777777777778,65.35
Jereko,Kansas City Current,0.023,0.023,38.12
K. Sharples,Kansas City Current,13.604,0.7557777777777777,69.28
L. Ivory,Kansas City Current,0.48,0.48,39.17
L. LaBonta,Kansas City Current,8.224,0.5482666666666668,56.93
Lorena,Kansas City Current,6.346,0.37329411764705883,52.63
M. Cooper,Kansas City Current,4.39,0.3376923076923077,48.14
M. Long,Kansas City Current,0.584,0.08342857142857144,39.41
N. Prince,Kansas City Current,2.705,0.19321428571428573,44.27
R. Rodríguez,Kansas City Current,4.406000000000001,0.29373333333333335,48.18
T. Chawinga,Kansas City Current,7.154000000000001,0.3974444444444445,54.48
V. DiBernardo,Kansas City Current,5.414,0.41646153846153844,50.49
A. Sanchez,North Carolina Courage,5.917,0.32872222222222225,51.64
Aline Gomes,North Carolina Courage,1.439,0.1598888888888889,41.37
B. Courtnall,North Carolina Courage,0.363,0.1815,38.9
B. Pinto,North Carolina Courage,1.659,0.1036875,41.87
C. Murphy,North Carolina Courage,10.114,0.5618888888888889,61.27
C. Vine,North Carolina Courage,1.491,0.1491,41.49
D. O'Sullivan,North Carolina Courage,11.495000000000001,0.7184375000000001,64.44
D. Weatherholt,North Carolina Courage,0.533,0.1066,39.29
F. Rauch,North Carolina Courage,4.599,0.45990000000000003,48.62
H. Betfort,North Carolina Courage,1.8810000000000002,0.13435714285714287,42.38
J. Shaw,North Carolina Courage,5.497999999999999,0.3054444444444444,50.68
K. Kurtz,North Carolina Courage,17.588,0.977111111111111,78.42
M. Bell,North Carolina Courage,11.424,0.714,64.28
M. Berkely,North Carolina Courage,7.265000000000001,0.6604545454545455,54.73
M. Matsukubo,North Carolina Courage,8.099,0.4499444444444444,56.65
M. Speck,North Carolina Courage,1.435,0.15944444444444444,41.36
N. Staude,North Carolina Courage,5.507,0.7867142857142857,50.7
P. Linnehan,North Carolina Courage,0.11699999999999999,0.11699999999999999,38.34
R. Jackson,North Carolina Courage,10.391,0.5772777777777778,61.91
R. Williams,North Carolina Courage,15.844,0.8802222222222221,74.41
S. Koyama,North Carolina Courage,5.061999999999999,0.29776470588235293,49.68
T. Lussi,North Carolina Courage,5.133,0.39484615384615385,49.84
A. Berger,Gotham FC,14.77,0.8205555555555556,71.95
Bruninha,Gotham FC,5.766,0.38439999999999996,51.3
C. Kizer,Gotham FC,0.229,0.07633333333333334,38.59
E. Sonnett,Gotham FC,15.441999999999998,0.8578888888888889,73.49
E. Stevens,Gotham FC,3.104,0.3104,45.19
Esther González,Gotham FC,6.723000000000001,0.39547058823529413,53.49
Gabi Portilho,Gotham FC,3.809,0.3462727272727273,46.81
